Time (h) 2022-10-13T07.07.00.130;ambient temperature (°C) Flask A1;ambient humidity (%) Flask A1;ambient pressure (mBar) Flask A1;CO2 conc. (%) Flask A1;O2 conc. (%) Flask A1;;Time (h) 2022-10-13T07.07.01.278;ambient temperature (°C) Flask A2;ambient humidity (%) Flask A2;ambient pressure (mBar) Flask A2;CO2 conc. (%) Flask A2;O2 conc. (%) Flask A2;;Time (h) 2022-10-13T07.07.01.594;ambient temperature (°C) Flask A3;ambient humidity (%) Flask A3;ambient pressure (mBar) Flask A3;CO2 conc. (%) Flask A3;O2 conc. (%) Flask A3;;Time (h) 2022-10-13T07.07.01.396;ambient temperature (°C) Flask A4;ambient humidity (%) Flask A4;ambient pressure (mBar) Flask A4;CO2 conc. (%) Flask A4;O2 conc. (%) Flask A4;;
0.16857;43.61;15.79;1015.73;0.061;20.228;;0.16855;43.84;16.23;1016.54;0.061;20.284;;0.16855;43.43;16.96;1015.51;0.064;20.563;;0.16855;43.06;22.21;1016.19;0.063;20.554;;
0.16996;43.61;15.89;1015.73;0.061;20.228;;0.16994;43.85;16.31;1016.55;0.061;20.282;;0.16994;43.44;16.97;1015.51;0.064;20.561;;0.16994;43.06;22.13;1016.18;0.063;20.552;;
0.17135;43.62;15.62;1015.73;0.061;20.229;;0.17133;43.86;16.34;1016.54;0.061;20.283;;0.17133;43.44;16.95;1015.51;0.065;20.558;;0.17133;43.07;22.23;1016.20;0.063;20.549;;
0.17273;43.62;15.73;1015.74;0.061;20.228;;0.17271;43.86;16.32;1016.54;0.062;20.282;;0.17272;43.45;16.97;1015.51;0.064;20.557;;0.17272;43.07;22.20;1016.21;0.063;20.546;;
0.17412;43.62;15.68;1015.73;0.062;20.228;;0.17410;43.86;16.32;1016.54;0.062;20.281;;0.17411;43.45;16.85;1015.49;0.064;20.555;;0.17411;43.08;22.23;1016.18;0.063;20.545;;
0.17551;43.62;15.74;1015.73;0.061;20.227;;0.17549;43.87;16.38;1016.54;0.061;20.280;;0.17550;43.45;17.05;1015.50;0.064;20.553;;0.17550;43.08;22.25;1016.21;0.063;20.543;;
0.17690;43.63;15.75;1015.73;0.061;20.227;;0.17688;43.87;16.36;1016.56;0.061;20.280;;0.17688;43.46;16.95;1015.50;0.064;20.550;;0.17688;43.09;22.18;1016.20;0.063;20.539;;
0.17829;43.63;15.76;1015.74;0.062;20.227;;0.17827;43.88;16.38;1016.54;0.061;20.279;;0.17827;43.46;16.91;1015.50;0.064;20.548;;0.17827;43.09;22.16;1016.20;0.063;20.537;;
0.17968;43.64;15.71;1015.74;0.062;20.226;;0.17966;43.88;16.38;1016.55;0.062;20.278;;0.17966;43.47;16.87;1015.50;0.065;20.547;;0.17966;43.09;22.30;1016.20;0.063;20.536;;
0.18107;43.64;15.75;1015.73;0.062;20.227;;0.18105;43.89;16.40;1016.54;0.062;20.277;;0.18105;43.47;16.94;1015.51;0.065;20.545;;0.18105;43.10;22.26;1016.21;0.063;20.533;;
0.18246;43.64;15.82;1015.73;0.062;20.226;;0.18244;43.89;16.34;1016.54;0.062;20.277;;0.18244;43.47;17.06;1015.51;0.064;20.543;;0.18244;43.10;22.30;1016.20;0.063;20.530;;
0.18385;43.65;15.88;1015.72;0.062;20.226;;0.18383;43.90;16.43;1016.52;0.062;20.277;;0.18383;43.48;16.98;1015.50;0.065;20.544;;0.18383;43.11;22.22;1016.19;0.063;20.529;;
0.18523;43.65;15.84;1015.72;0.062;20.227;;0.18521;43.90;16.41;1016.55;0.062;20.275;;0.18522;43.48;17.09;1015.50;0.065;20.544;;0.18522;43.11;22.34;1016.19;0.063;20.527;;
0.18662;43.65;15.81;1015.73;0.062;20.225;;0.18660;43.91;16.44;1016.56;0.062;20.275;;0.18661;43.48;17.13;1015.50;0.065;20.538;;0.18661;43.12;22.38;1016.20;0.064;20.523;;
0.18801;43.65;15.85;1015.73;0.062;20.226;;0.18799;43.91;16.46;1016.53;0.062;20.274;;0.18800;43.49;17.21;1015.49;0.065;20.535;;0.18800;43.12;22.34;1016.19;0.063;20.521;;
0.18940;43.66;15.89;1015.73;0.062;20.225;;0.18938;43.92;16.46;1016.54;0.062;20.272;;0.18938;43.50;17.18;1015.51;0.065;20.533;;0.18938;43.13;22.36;1016.19;0.063;20.519;;
0.19079;43.66;15.89;1015.74;0.062;20.225;;0.19077;43.92;16.47;1016.55;0.062;20.272;;0.19077;43.50;17.24;1015.51;0.065;20.531;;0.19077;43.13;22.48;1016.20;0.064;20.517;;
0.19218;43.66;15.94;1015.75;0.062;20.224;;0.19216;43.93;16.58;1016.56;0.062;20.272;;0.19216;43.50;17.21;1015.51;0.065;20.528;;0.19216;43.14;22.47;1016.21;0.064;20.515;;
0.19357;43.67;15.86;1015.74;0.062;20.224;;0.19355;43.93;16.45;1016.55;0.062;20.271;;0.19355;43.51;17.21;1015.49;0.065;20.527;;0.19355;43.14;22.38;1016.20;0.064;20.512;;
0.19496;43.67;15.90;1015.75;0.062;20.224;;0.19494;43.93;16.48;1016.55;0.062;20.270;;0.19494;43.51;17.19;1015.49;0.065;20.525;;0.19494;43.15;22.41;1016.20;0.064;20.510;;
0.19635;43.67;15.90;1015.74;0.063;20.223;;0.19633;43.94;16.50;1016.56;0.062;20.269;;0.19633;43.51;17.24;1015.49;0.065;20.522;;0.19633;43.15;22.45;1016.21;0.064;20.508;;
0.19773;43.67;15.92;1015.74;0.063;20.224;;0.19771;43.95;16.53;1016.57;0.062;20.269;;0.19772;43.52;17.25;1015.50;0.065;20.521;;0.19772;43.15;22.52;1016.20;0.064;20.507;;
0.19912;43.68;15.99;1015.75;0.062;20.222;;0.19910;43.95;16.51;1016.58;0.062;20.268;;0.19911;43.52;17.28;1015.51;0.065;20.518;;0.19911;43.16;22.50;1016.22;0.064;20.505;;
0.20051;43.68;15.94;1015.73;0.063;20.223;;0.20049;43.95;16.57;1016.57;0.062;20.268;;0.20050;43.52;17.27;1015.48;0.065;20.517;;0.20050;43.16;22.45;1016.18;0.064;20.504;;
0.20190;43.68;15.97;1015.72;0.063;20.222;;0.20188;43.95;16.52;1016.58;0.062;20.266;;0.20188;43.53;17.34;1015.50;0.065;20.515;;0.20189;43.16;22.44;1016.20;0.064;20.500;;
0.20329;43.69;16.05;1015.74;0.062;20.222;;0.20327;43.96;16.53;1016.58;0.062;20.266;;0.20327;43.54;17.28;1015.49;0.065;20.513;;0.20327;43.17;22.45;1016.19;0.064;20.500;;
0.20468;43.69;16.01;1015.73;0.063;20.223;;0.20466;43.97;16.51;1016.58;0.063;20.265;;0.20466;43.54;17.29;1015.48;0.065;20.512;;0.20466;43.17;22.43;1016.19;0.064;20.498;;
0.20607;43.69;16.04;1015.72;0.063;20.222;;0.20605;43.97;16.52;1016.58;0.063;20.265;;0.20605;43.54;17.35;1015.49;0.065;20.510;;0.20605;43.17;22.52;1016.18;0.064;20.496;;
0.20746;43.69;16.06;1015.74;0.063;20.222;;0.20744;43.97;16.58;1016.58;0.063;20.264;;0.20744;43.55;17.29;1015.48;0.065;20.508;;0.20744;43.18;22.48;1016.19;0.064;20.494;;
0.20885;43.69;16.17;1015.73;0.063;20.222;;0.20883;43.97;16.57;1016.57;0.062;20.264;;0.20883;43.55;17.29;1015.48;0.065;20.506;;0.20883;43.18;22.50;1016.19;0.064;20.492;;
0.21024;43.69;16.24;1015.74;0.063;20.222;;0.21021;43.98;16.70;1016.57;0.062;20.263;;0.21022;43.56;17.38;1015.50;0.066;20.504;;0.21022;43.18;22.57;1016.19;0.064;20.490;;
0.21163;43.70;16.20;1015.74;0.063;20.221;;0.21160;43.98;16.67;1016.58;0.063;20.263;;0.21161;43.55;17.35;1015.48;0.065;20.503;;0.21161;43.19;22.57;1016.19;0.064;20.488;;
0.21301;43.70;16.34;1015.72;0.063;20.221;;0.21299;43.99;16.58;1016.57;0.063;20.263;;0.21300;43.56;17.44;1015.49;0.066;20.501;;0.21300;43.19;22.63;1016.19;0.064;20.486;;
0.21440;43.70;16.23;1015.74;0.063;20.221;;0.21438;43.99;16.68;1016.58;0.063;20.261;;0.21438;43.56;17.40;1015.52;0.066;20.499;;0.21439;43.19;22.72;1016.20;0.064;20.484;;
0.21579;43.70;16.30;1015.73;0.063;20.221;;0.21577;43.99;16.71;1016.57;0.063;20.261;;0.21577;43.57;17.42;1015.52;0.065;20.497;;0.21577;43.20;22.73;1016.21;0.065;20.482;;
0.21718;43.71;16.26;1015.72;0.063;20.220;;0.21716;44.00;16.76;1016.56;0.063;20.262;;0.21716;43.57;17.46;1015.52;0.066;20.495;;0.21716;43.20;22.72;1016.20;0.065;20.480;;
0.21857;43.71;16.21;1015.72;0.063;20.221;;0.21855;44.00;16.75;1016.57;0.063;20.260;;0.21855;43.57;17.46;1015.52;0.066;20.493;;0.21855;43.20;22.60;1016.21;0.065;20.478;;
0.21996;43.71;16.16;1015.72;0.064;20.221;;0.21994;44.00;16.73;1016.56;0.063;20.260;;0.21994;43.58;17.52;1015.50;0.066;20.492;;0.21994;43.20;22.62;1016.19;0.065;20.478;;
0.22135;43.71;16.16;1015.71;0.064;20.220;;0.22133;44.01;16.74;1016.54;0.063;20.261;;0.22133;43.58;17.53;1015.49;0.066;20.489;;0.22133;43.21;22.61;1016.16;0.065;20.475;;
0.22274;43.72;16.16;1015.73;0.063;20.220;;0.22272;44.01;16.78;1016.57;0.063;20.259;;0.22272;43.58;17.49;1015.51;0.066;20.488;;0.22272;43.21;22.66;1016.20;0.065;20.474;;
0.22413;43.72;16.18;1015.72;0.064;20.219;;0.22410;44.02;16.82;1016.57;0.063;20.259;;0.22411;43.59;17.50;1015.51;0.066;20.487;;0.22411;43.22;22.89;1016.20;0.065;20.472;;
0.22551;43.72;16.29;1015.74;0.064;20.219;;0.22549;44.02;16.90;1016.57;0.063;20.258;;0.22550;43.59;17.50;1015.49;0.066;20.485;;0.22550;43.22;22.88;1016.19;0.065;20.470;;
0.22690;43.72;16.25;1015.72;0.063;20.218;;0.22688;44.03;16.87;1016.57;0.063;20.258;;0.22688;43.59;17.56;1015.49;0.066;20.484;;0.22689;43.22;22.75;1016.19;0.065;20.468;;
0.22829;43.73;16.20;1015.72;0.063;20.219;;0.22827;44.03;16.99;1016.57;0.063;20.258;;0.22827;43.60;17.59;1015.51;0.066;20.481;;0.22827;43.23;22.74;1016.19;0.065;20.468;;
0.22968;43.73;16.15;1015.72;0.063;20.218;;0.22966;44.03;16.88;1016.56;0.063;20.256;;0.22966;43.60;17.57;1015.49;0.066;20.480;;0.22966;43.23;22.78;1016.18;0.065;20.466;;
0.23107;43.73;16.28;1015.71;0.064;20.218;;0.23105;44.04;16.86;1016.56;0.064;20.256;;0.23105;43.60;17.58;1015.50;0.066;20.478;;0.23105;43.23;23.01;1016.20;0.065;20.464;;
0.23246;43.73;16.42;1015.71;0.064;20.217;;0.23244;44.04;16.90;1016.55;0.064;20.257;;0.23244;43.60;17.64;1015.50;0.066;20.476;;0.23244;43.24;22.84;1016.19;0.065;20.462;;
0.23385;43.74;16.55;1015.73;0.064;20.217;;0.23383;44.04;17.00;1016.56;0.064;20.255;;0.23383;43.61;17.58;1015.51;0.066;20.474;;0.23383;43.24;23.02;1016.19;0.065;20.461;;
0.23524;43.74;16.56;1015.72;0.064;20.216;;0.23522;44.05;17.05;1016.55;0.063;20.255;;0.23522;43.62;17.66;1015.50;0.067;20.473;;0.23522;43.24;22.80;1016.18;0.065;20.459;;
0.23663;43.74;16.73;1015.71;0.064;20.217;;0.23660;44.05;16.93;1016.55;0.063;20.254;;0.23661;43.62;17.64;1015.52;0.066;20.471;;0.23661;43.24;22.81;1016.19;0.065;20.457;;
0.23801;43.74;16.59;1015.73;0.064;20.215;;0.23799;44.05;16.98;1016.55;0.064;20.254;;0.23800;43.62;17.65;1015.50;0.066;20.469;;0.23800;43.25;23.03;1016.19;0.065;20.457;;
0.23940;43.74;16.51;1015.69;0.064;20.216;;0.23938;44.06;16.95;1016.56;0.064;20.254;;0.23938;43.63;17.69;1015.49;0.066;20.468;;0.23939;43.25;23.09;1016.19;0.065;20.455;;
0.24079;43.74;16.43;1015.72;0.064;20.215;;0.24077;44.06;17.05;1016.56;0.064;20.254;;0.24077;43.63;17.59;1015.50;0.066;20.467;;0.24078;43.26;22.96;1016.19;0.065;20.453;;
0.24218;43.76;16.38;1015.73;0.064;20.215;;0.24216;44.07;17.08;1016.56;0.064;20.253;;0.24216;43.63;17.65;1015.49;0.066;20.464;;0.24216;43.26;23.02;1016.18;0.065;20.453;;
0.24357;43.76;16.41;1015.71;0.064;20.214;;0.24355;44.07;17.05;1016.55;0.064;20.253;;0.24355;43.63;17.64;1015.49;0.066;20.463;;0.24355;43.26;23.14;1016.18;0.065;20.451;;
0.24496;43.75;16.33;1015.73;0.064;20.214;;0.24494;44.07;17.09;1016.56;0.064;20.251;;0.24494;43.63;17.67;1015.51;0.066;20.460;;0.24494;43.27;23.10;1016.19;0.066;20.448;;
0.24635;43.76;16.42;1015.73;0.064;20.214;;0.24633;44.08;17.12;1016.54;0.064;20.252;;0.24633;43.64;17.72;1015.48;0.066;20.459;;0.24633;43.27;23.15;1016.17;0.065;20.448;;
0.24774;43.76;16.45;1015.72;0.064;20.214;;0.24772;44.08;17.10;1016.55;0.064;20.250;;0.24772;43.64;17.77;1015.48;0.067;20.457;;0.24772;43.27;23.24;1016.16;0.066;20.447;;
0.24913;43.76;16.52;1015.73;0.064;20.212;;0.24911;44.08;17.23;1016.56;0.064;20.250;;0.24911;43.64;17.70;1015.49;0.066;20.456;;0.24911;43.28;23.17;1016.18;0.066;20.444;;
0.25051;43.77;16.59;1015.74;0.065;20.212;;0.25049;44.08;17.26;1016.58;0.064;20.249;;0.25050;43.65;17.70;1015.50;0.066;20.455;;0.25050;43.28;23.20;1016.18;0.066;20.442;;
0.25190;43.77;16.48;1015.74;0.064;20.211;;0.25188;44.09;17.29;1016.58;0.064;20.248;;0.25188;43.65;17.81;1015.51;0.067;20.455;;0.25189;43.28;23.21;1016.18;0.066;20.442;;
0.25329;43.77;16.51;1015.73;0.064;20.211;;0.25327;44.09;17.30;1016.58;0.064;20.247;;0.25327;43.65;17.86;1015.50;0.067;20.463;;0.25328;43.29;23.16;1016.16;0.066;20.440;;
0.25468;43.78;16.72;1015.72;0.065;20.210;;0.25466;44.09;17.34;1016.57;0.064;20.246;;0.25466;43.65;17.96;1015.49;0.067;20.468;;0.25466;43.29;23.25;1016.16;0.066;20.440;;
0.25607;43.78;16.74;1015.74;0.064;20.208;;0.25605;44.09;17.30;1016.57;0.064;20.246;;0.25605;43.65;17.95;1015.49;0.067;20.471;;0.25605;43.29;23.33;1016.18;0.066;20.437;;
0.25746;43.78;16.71;1015.75;0.064;20.207;;0.25744;44.10;17.34;1016.56;0.065;20.246;;0.25744;43.66;17.99;1015.50;0.067;20.473;;0.25744;43.30;23.45;1016.17;0.066;20.435;;
0.25885;43.78;16.92;1015.74;0.064;20.208;;0.25883;44.10;17.43;1016.57;0.065;20.245;;0.25883;43.66;18.04;1015.49;0.066;20.473;;0.25883;43.30;23.47;1016.18;0.066;20.435;;
0.26024;43.78;16.81;1015.74;0.065;20.207;;0.26022;44.10;17.45;1016.57;0.065;20.245;;0.26022;43.66;18.10;1015.48;0.067;20.474;;0.26022;43.30;23.52;1016.18;0.066;20.433;;
0.26163;43.78;16.87;1015.74;0.065;20.206;;0.26161;44.10;17.43;1016.57;0.065;20.243;;0.26161;43.66;18.15;1015.48;0.067;20.475;;0.26161;43.30;23.43;1016.19;0.066;20.432;;
0.26301;43.78;16.87;1015.74;0.065;20.206;;0.26299;44.10;17.46;1016.57;0.065;20.243;;0.26300;43.66;18.15;1015.49;0.067;20.475;;0.26300;43.31;23.60;1016.19;0.066;20.430;;
0.26440;43.78;16.89;1015.75;0.065;20.205;;0.26438;44.11;17.60;1016.58;0.065;20.242;;0.26438;43.66;18.22;1015.49;0.067;20.475;;0.26439;43.31;23.52;1016.18;0.066;20.430;;
0.26579;43.79;16.99;1015.74;0.065;20.205;;0.26577;44.11;17.61;1016.57;0.065;20.242;;0.26577;43.66;18.26;1015.47;0.068;20.475;;0.26577;43.31;23.59;1016.16;0.066;20.428;;
0.26718;43.79;17.15;1015.75;0.066;20.204;;0.26716;44.11;17.67;1016.58;0.065;20.242;;0.26716;43.66;18.33;1015.50;0.067;20.475;;0.26716;43.31;23.75;1016.18;0.066;20.427;;
0.26857;43.79;16.99;1015.75;0.065;20.204;;0.26855;44.11;17.67;1016.57;0.065;20.242;;0.26855;43.66;18.32;1015.48;0.068;20.475;;0.26855;43.32;23.82;1016.17;0.067;20.425;;
0.26996;43.79;17.04;1015.74;0.065;20.203;;0.26994;44.11;17.78;1016.55;0.065;20.241;;0.26994;43.66;18.30;1015.48;0.068;20.473;;0.26994;43.32;23.83;1016.16;0.067;20.425;;
0.27135;43.79;17.08;1015.73;0.066;20.203;;0.27133;44.11;17.78;1016.55;0.065;20.240;;0.27133;43.67;18.43;1015.48;0.068;20.471;;0.27133;43.32;23.60;1016.16;0.067;20.423;;
0.27274;43.80;17.19;1015.74;0.066;20.203;;0.27272;44.12;17.80;1016.58;0.065;20.239;;0.27272;43.67;18.38;1015.49;0.068;20.471;;0.27272;43.32;23.57;1016.16;0.067;20.423;;
0.27413;43.80;17.14;1015.73;0.066;20.203;;0.27410;44.12;17.82;1016.57;0.066;20.239;;0.27411;43.67;18.44;1015.47;0.068;20.471;;0.27411;43.32;23.61;1016.16;0.067;20.422;;
0.27551;43.80;17.26;1015.72;0.066;20.202;;0.27549;44.12;17.86;1016.56;0.066;20.238;;0.27550;43.67;18.23;1015.48;0.068;20.470;;0.27550;43.33;23.79;1016.16;0.067;20.420;;
0.27690;43.80;17.32;1015.73;0.066;20.201;;0.27688;44.13;17.89;1016.57;0.066;20.238;;0.27688;43.67;18.42;1015.49;0.068;20.469;;0.27689;43.33;24.00;1016.17;0.067;20.419;;
0.27829;43.80;17.33;1015.72;0.066;20.202;;0.27827;44.13;17.96;1016.57;0.066;20.237;;0.27827;43.67;18.32;1015.48;0.068;20.469;;0.27827;43.33;24.04;1016.14;0.067;20.418;;
0.27968;43.81;17.24;1015.74;0.067;20.200;;0.27966;44.13;17.87;1016.58;0.066;20.237;;0.27966;43.67;18.53;1015.50;0.068;20.467;;0.27966;43.33;24.09;1016.16;0.067;20.417;;
0.28107;43.81;17.34;1015.75;0.067;20.200;;0.28105;44.13;17.93;1016.59;0.066;20.236;;0.28105;43.67;18.51;1015.50;0.069;20.466;;0.28105;43.33;24.13;1016.16;0.068;20.416;;
0.28246;43.81;17.36;1015.74;0.067;20.200;;0.28244;44.13;18.06;1016.57;0.066;20.236;;0.28244;43.67;18.53;1015.51;0.069;20.464;;0.28244;43.34;24.07;1016.17;0.068;20.416;;
0.28385;43.81;17.46;1015.75;0.067;20.200;;0.28383;44.14;18.08;1016.57;0.066;20.236;;0.28383;43.67;18.50;1015.51;0.069;20.464;;0.28383;43.34;24.11;1016.17;0.068;20.414;;
0.28524;43.81;17.49;1015.73;0.067;20.200;;0.28522;44.14;18.07;1016.57;0.066;20.235;;0.28522;43.67;18.39;1015.50;0.069;20.464;;0.28522;43.34;24.15;1016.17;0.068;20.413;;
0.28663;43.81;17.53;1015.74;0.067;20.199;;0.28661;44.14;18.10;1016.59;0.066;20.235;;0.28661;43.67;18.45;1015.51;0.069;20.463;;0.28661;43.34;24.17;1016.18;0.068;20.412;;
0.28801;43.81;17.46;1015.73;0.067;20.198;;0.28799;44.14;18.08;1016.59;0.067;20.234;;0.28800;43.67;18.68;1015.50;0.069;20.462;;0.28800;43.35;24.21;1016.19;0.068;20.412;;
0.28940;43.81;17.52;1015.74;0.067;20.198;;0.28938;44.14;18.14;1016.59;0.067;20.234;;0.28938;43.67;18.58;1015.50;0.069;20.461;;0.28939;43.35;24.08;1016.20;0.068;20.409;;
0.29079;43.81;17.60;1015.75;0.067;20.197;;0.29077;44.14;18.16;1016.59;0.067;20.234;;0.29077;43.67;18.52;1015.50;0.069;20.461;;0.29078;43.35;24.17;1016.18;0.068;20.409;;
0.29218;43.81;17.51;1015.73;0.067;20.198;;0.29216;44.14;18.26;1016.57;0.067;20.233;;0.29216;43.68;18.48;1015.50;0.069;20.459;;0.29216;43.35;24.18;1016.19;0.069;20.408;;
0.29357;43.81;17.61;1015.75;0.068;20.196;;0.29355;44.15;18.26;1016.59;0.067;20.232;;0.29355;43.67;18.56;1015.50;0.070;20.458;;0.29355;43.35;24.26;1016.19;0.069;20.408;;
0.29496;43.82;17.56;1015.75;0.068;20.197;;0.29494;44.14;18.25;1016.59;0.067;20.232;;0.29494;43.67;18.67;1015.51;0.070;20.458;;0.29494;43.35;24.31;1016.18;0.069;20.408;;
0.29635;43.82;17.56;1015.74;0.068;20.196;;0.29633;44.15;18.30;1016.59;0.067;20.231;;0.29633;43.67;18.76;1015.52;0.070;20.457;;0.29633;43.36;24.25;1016.19;0.069;20.405;;
0.29774;43.82;17.59;1015.75;0.068;20.196;;0.29772;44.15;18.27;1016.58;0.067;20.231;;0.29772;43.67;18.93;1015.51;0.070;20.456;;0.29772;43.36;24.36;1016.18;0.069;20.405;;
0.29913;43.82;17.73;1015.75;0.068;20.196;;0.29911;44.15;18.24;1016.58;0.067;20.231;;0.29911;43.67;18.91;1015.51;0.070;20.455;;0.29911;43.36;24.42;1016.20;0.069;20.404;;
0.30051;43.82;17.80;1015.76;0.068;20.195;;0.30049;44.15;18.36;1016.57;0.068;20.231;;0.30050;43.67;18.96;1015.50;0.070;20.454;;0.30050;43.36;24.44;1016.19;0.069;20.402;;
0.30190;43.82;17.75;1015.75;0.068;20.194;;0.30188;44.15;18.39;1016.57;0.068;20.230;;0.30188;43.67;19.03;1015.50;0.070;20.453;;0.30189;43.36;24.49;1016.18;0.069;20.402;;
0.30329;43.83;17.69;1015.75;0.068;20.195;;0.30327;44.16;18.41;1016.56;0.068;20.230;;0.30327;43.67;19.01;1015.51;0.070;20.452;;0.30328;43.36;24.47;1016.20;0.069;20.401;;
0.30468;43.83;17.85;1015.76;0.068;20.193;;0.30466;44.16;18.44;1016.58;0.068;20.229;;0.30466;43.67;19.00;1015.51;0.070;20.451;;0.30466;43.37;24.52;1016.22;0.070;20.400;;
0.30607;43.83;17.65;1015.74;0.068;20.194;;0.30605;44.16;18.47;1016.56;0.068;20.229;;0.30605;43.67;19.01;1015.51;0.070;20.450;;0.30605;43.37;24.53;1016.21;0.070;20.398;;
0.30746;43.83;17.69;1015.74;0.069;20.193;;0.30744;44.16;18.50;1016.55;0.068;20.229;;0.30744;43.67;19.08;1015.51;0.070;20.450;;0.30744;43.37;24.58;1016.20;0.070;20.398;;
0.30885;43.83;17.86;1015.74;0.069;20.192;;0.30883;44.16;18.49;1016.57;0.068;20.228;;0.30883;43.67;19.09;1015.51;0.071;20.448;;0.30883;43.37;24.50;1016.21;0.070;20.397;;
0.31024;43.83;17.81;1015.73;0.069;20.192;;0.31022;44.16;18.49;1016.57;0.068;20.228;;0.31022;43.67;19.12;1015.50;0.071;20.448;;0.31022;43.37;24.60;1016.21;0.070;20.397;;
0.31163;43.83;17.71;1015.75;0.069;20.192;;0.31160;44.17;18.43;1016.58;0.068;20.227;;0.31161;43.67;19.10;1015.51;0.071;20.447;;0.31161;43.37;24.60;1016.21;0.070;20.395;;
0.31301;43.83;17.79;1015.74;0.069;20.192;;0.31299;44.17;18.53;1016.58;0.069;20.227;;0.31300;43.67;19.21;1015.52;0.071;20.446;;0.31300;43.37;24.61;1016.22;0.070;20.394;;
0.31440;43.83;17.82;1015.75;0.069;20.192;;0.31438;44.16;18.48;1016.58;0.069;20.226;;0.31438;43.67;19.12;1015.52;0.071;20.445;;0.31439;43.37;24.66;1016.21;0.070;20.395;;
0.31579;43.83;17.72;1015.75;0.069;20.191;;0.31577;44.16;18.58;1016.57;0.069;20.226;;0.31577;43.67;19.19;1015.51;0.072;20.443;;0.31577;43.37;24.60;1016.20;0.070;20.393;;
0.31718;43.83;17.75;1015.74;0.069;20.190;;0.31716;44.17;18.60;1016.58;0.069;20.226;;0.31716;43.67;19.21;1015.51;0.072;20.443;;0.31716;43.38;24.56;1016.20;0.071;20.393;;
0.31857;43.83;17.93;1015.72;0.069;20.190;;0.31855;44.17;18.60;1016.57;0.069;20.225;;0.31855;43.67;19.24;1015.49;0.072;20.443;;0.31855;43.38;24.70;1016.20;0.071;20.392;;
0.31996;43.83;18.06;1015.73;0.069;20.189;;0.31994;44.17;18.59;1016.57;0.069;20.225;;0.31994;43.67;19.26;1015.49;0.072;20.442;;0.31994;43.38;24.67;1016.21;0.071;20.391;;
0.32135;43.83;17.89;1015.72;0.069;20.190;;0.32133;44.17;18.73;1016.55;0.069;20.225;;0.32133;43.67;19.30;1015.50;0.071;20.440;;0.32133;43.38;24.74;1016.20;0.071;20.391;;
0.32274;43.84;17.94;1015.73;0.069;20.189;;0.32272;44.17;18.59;1016.55;0.069;20.224;;0.32272;43.68;19.26;1015.50;0.072;20.438;;0.32272;43.38;24.79;1016.21;0.071;20.390;;
0.32413;43.84;17.92;1015.74;0.070;20.187;;0.32410;44.17;18.55;1016.55;0.070;20.224;;0.32411;43.68;19.29;1015.50;0.072;20.438;;0.32411;43.38;24.81;1016.21;0.071;20.390;;
0.32551;43.84;18.07;1015.74;0.070;20.188;;0.32549;44.17;18.65;1016.56;0.070;20.224;;0.32550;43.68;19.32;1015.51;0.072;20.437;;0.32550;43.39;24.84;1016.21;0.071;20.389;;
0.32690;43.84;18.21;1015.73;0.070;20.187;;0.32688;44.18;18.67;1016.55;0.070;20.223;;0.32688;43.68;19.31;1015.51;0.072;20.436;;0.32689;43.39;24.85;1016.20;0.071;20.387;;
0.32829;43.84;18.12;1015.73;0.071;20.186;;0.32827;44.18;18.64;1016.55;0.070;20.223;;0.32827;43.68;19.35;1015.51;0.072;20.434;;0.32828;43.39;24.74;1016.21;0.071;20.386;;
0.32968;43.84;18.14;1015.73;0.071;20.186;;0.32966;44.18;18.70;1016.55;0.070;20.223;;0.32966;43.68;19.38;1015.52;0.073;20.433;;0.32966;43.39;24.89;1016.21;0.072;20.386;;
0.33107;43.84;18.11;1015.72;0.070;20.187;;0.33105;44.18;18.77;1016.55;0.070;20.223;;0.33105;43.68;19.33;1015.51;0.072;20.433;;0.33105;43.39;24.89;1016.20;0.072;20.386;;
0.33246;43.84;18.07;1015.71;0.070;20.186;;0.33244;44.18;18.89;1016.53;0.070;20.222;;0.33244;43.68;19.42;1015.50;0.072;20.433;;0.33244;43.39;24.86;1016.19;0.072;20.385;;
0.33385;43.84;18.20;1015.72;0.070;20.185;;0.33383;44.18;18.80;1016.54;0.070;20.221;;0.33383;43.68;19.43;1015.52;0.072;20.430;;0.33383;43.39;24.92;1016.20;0.072;20.384;;
0.33524;43.84;18.25;1015.72;0.071;20.186;;0.33522;44.18;18.74;1016.54;0.070;20.226;;0.33522;43.68;19.44;1015.52;0.073;20.431;;0.33522;43.39;24.96;1016.21;0.072;20.386;;
0.33663;43.84;18.03;1015.73;0.071;20.195;;0.33661;44.18;18.80;1016.53;0.071;20.236;;0.33661;43.68;19.42;1015.51;0.073;20.437;;0.33661;43.40;24.89;1016.20;0.072;20.397;;
0.33801;43.85;18.03;1015.72;0.071;20.201;;0.33799;44.19;18.64;1016.56;0.071;20.241;;0.33800;43.68;19.41;1015.51;0.073;20.442;;0.33800;43.40;24.91;1016.19;0.072;20.408;;
0.33940;43.86;18.00;1015.72;0.071;20.205;;0.33938;44.19;18.70;1016.55;0.071;20.246;;0.33938;43.69;19.36;1015.50;0.073;20.446;;0.33939;43.40;24.83;1016.20;0.072;20.414;;
